Words,Count,Adjusted_Freq,Valence,Subjectivity
semesters,8,0.003821297,0,0
easily,8,0.003821297,0.433333333,0.833333333
idea,8,0.003821297,0,0
doctors,8,0.003821297,0,0
dancing,8,0.003821297,0,0
meeting,8,0.003821297,0,0
county,8,0.003821297,0,0
1415,8,0.003821297,0,0
30s,8,0.003821297,0,0
ounce,8,0.003821297,0,0
retailer,8,0.003821297,0,0
Business,8,0.003821297,0,0
uncomfortable,8,0.003821297,-0.5,1
access,8,0.003821297,0,0
themselves,8,0.003821297,0,0
Valley,8,0.003821297,0,0
relapsing,8,0.003821297,0,0
partner,8,0.003821297,0,0
Spring,8,0.003821297,0,0
muscle,8,0.003821297,0,0
stores,8,0.003821297,0,0
postpartum,8,0.003821297,0,0
childrens,8,0.003821297,0,0
1989,8,0.003821297,0,0
buy,8,0.003821297,0,0
minutes,8,0.003821297,0,0
laid,8,0.003821297,0,0
Acid,8,0.003821297,0,0
wedding,8,0.003821297,0,0
news,8,0.003821297,0,0
participating,8,0.003821297,0,0
games,8,0.003821297,0,0
judge,8,0.003821297,0,0
53,8,0.003821297,0,0
Dad,8,0.003821297,0,0
level,8,0.003821297,0,0
crisis,8,0.003821297,0,0
stroke,8,0.003821297,0,0
requirements,8,0.003821297,0,0
sophomore,8,0.003821297,0,0
poisoning,8,0.003821297,0,0
1822,8,0.003821297,0,0
1214,8,0.003821297,0,0
Rock,8,0.003821297,0,0
strict,8,0.003821297,0,0
racing,8,0.003821297,0,0
Inc,8,0.003821297,0,0
dont,8,0.003821297,0,0
impersonation,8,0.003821297,0,0
motivation,8,0.003821297,0,0
78,8,0.003821297,0,0
initially,8,0.003821297,0,0
Behavioral,8,0.003821297,0,0
acid,8,0.003821297,0,0
chose,8,0.003821297,0,0
anywhere,8,0.003821297,0,0
12XWeek,8,0.003821297,0,0
Bipolar,8,0.003821297,0,0
Hope,8,0.003821297,0,0
Houston,8,0.003821297,0,0
14th,8,0.003821297,0,0
spoke,7,0.003343635,0,0
paperwork,7,0.003343635,0,0
locked,7,0.003343635,0,0
engagement,7,0.003343635,0,0
camp,7,0.003343635,0,0
Suboxone,7,0.003343635,0,0
3538,7,0.003343635,0,0
academic,7,0.003343635,0,0
DVIS,7,0.003343635,0,0
Feb,7,0.003343635,0,0
realizing,7,0.003343635,0,0
episodes,7,0.003343635,0,0
maintaining,7,0.003343635,0,0
Job,7,0.003343635,0,0
plea,7,0.003343635,0,0
walking,7,0.003343635,0,0
s,7,0.003343635,0,0
Aunt,7,0.003343635,0,0
evicted,7,0.003343635,0,0
nurse,7,0.003343635,0,0
substances,7,0.003343635,0,0
MGM,7,0.003343635,0,0
w,7,0.003343635,0,0
exboyfriend,7,0.003343635,0,0
Marty,7,0.003343635,0,0
connection,7,0.003343635,0,0
Care,7,0.003343635,0,0
repair,7,0.003343635,0,0
video,7,0.003343635,0,0
resulting,7,0.003343635,0,0
binges,7,0.003343635,0,0
Catholic,7,0.003343635,0,0.1
Nowata,7,0.003343635,0,0
checking,7,0.003343635,0,0
witness,7,0.003343635,0,0
1993,7,0.003343635,0,0
recovery,7,0.003343635,0,0
lab,7,0.003343635,0,0
bank,7,0.003343635,0,0
Navy,7,0.003343635,0,0
tough,7,0.003343635,-0.388888889,0.833333333
DUIs,7,0.003343635,0,0
concerning,7,0.003343635,0,0
2425,7,0.003343635,0,0
aid,7,0.003343635,0,0
spread,7,0.003343635,0,0
English,7,0.003343635,0,0
1992,7,0.003343635,0,0
Glenpool,7,0.003343635,0,0
alcoholism,7,0.003343635,0,0
concern,7,0.003343635,0,0
resides,7,0.003343635,0,0
resided,7,0.003343635,0,0
informed,7,0.003343635,0,0
cared,7,0.003343635,0,0
coworkers,7,0.003343635,0,0
Moved,7,0.003343635,0,0
experimenting,7,0.003343635,0,0
FCS,7,0.003343635,0,0
fully,7,0.003343635,0,0
Ambien,7,0.003343635,0,0
station,7,0.003343635,0,0
Got,7,0.003343635,0,0
hotel,7,0.003343635,0,0
clear,7,0.003343635,0.1,0.383333333
battery,7,0.003343635,0,0
conflict,7,0.003343635,0,0
fears,7,0.003343635,0,0
Tylenol,7,0.003343635,0,0
remains,7,0.003343635,0,0
shaking,7,0.003343635,0,0
Percocet,7,0.003343635,0,0
behaviors,7,0.003343635,0,0
relatives,7,0.003343635,0,0
werent,7,0.003343635,0,0
nightly,7,0.003343635,0,0
BS,7,0.003343635,0,0
Vegas,7,0.003343635,0,0
med,7,0.003343635,0,0
schooling,7,0.003343635,0,0
army,7,0.003343635,0,0
confronted,7,0.003343635,0,0
trigger,7,0.003343635,0,0
Beer,7,0.003343635,0,0
yelling,7,0.003343635,0,0
secondhand,7,0.003343635,-0.1,0.3
2527,7,0.003343635,0,0
14g,7,0.003343635,0,0
mad,7,0.003343635,-0.625,1
fast,7,0.003343635,0.2,0.6
speaking,7,0.003343635,0,0
Education,7,0.003343635,0,0
parental,7,0.003343635,0,0
3XWeek,7,0.003343635,0,0
mornings,7,0.003343635,0,0
12oz,7,0.003343635,0,0
romantic,7,0.003343635,0,0.5
general,7,0.003343635,0.05,0.5
drivers,7,0.003343635,0,0
xanax,7,0.003343635,0,0
colleges,7,0.003343635,0,0
returning,7,0.003343635,0,0
lawyer,7,0.003343635,0,0
hour,7,0.003343635,0,0
remain,7,0.003343635,0,0
responsibility,7,0.003343635,0,0
finalized,7,0.003343635,0,0
seeking,7,0.003343635,0,0
2x,7,0.003343635,0,0
extended,7,0.003343635,0,0
insurance,7,0.003343635,0,0
ED,7,0.003343635,0,0
believe,7,0.003343635,0,0
familys,7,0.003343635,0,0
2021,7,0.003343635,0,0
fine,7,0.003343635,0.416666667,0.5
big,7,0.003343635,0,0.1
Period,7,0.003343635,0,0
subsequently,7,0.003343635,0,0.05
binging,7,0.003343635,0,0
embarrassed,7,0.003343635,0,0
areas,7,0.003343635,0,0
attends,7,0.003343635,0,0
guard,7,0.003343635,0,0
parole,7,0.003343635,0,0
changes,7,0.003343635,0,0
destroyed,7,0.003343635,0,0
Vodka,7,0.003343635,0,0
wrapped,7,0.003343635,0,0
relapse,7,0.003343635,0,0
1617,7,0.003343635,0,0
contacted,7,0.003343635,0,0
clubs,7,0.003343635,0,0
escape,7,0.003343635,0,0
dinner,7,0.003343635,0,0
cook,7,0.003343635,0,0
shove,7,0.003343635,0,0
turn,7,0.003343635,0,0
schooled,7,0.003343635,0,0
IT,7,0.003343635,0,0
list,7,0.003343635,0,0
hopelessness,7,0.003343635,0,0
unhealthy,7,0.003343635,-0.4,0.7
feet,7,0.003343635,0,0
kind,7,0.003343635,0.6,0.9
added,7,0.003343635,0,0
unsupervised,7,0.003343635,0,0
bachelors,7,0.003343635,0,0
edge,7,0.003343635,0,0
competitive,7,0.003343635,0,0
4mg,7,0.003343635,0,0
stitches,7,0.003343635,0,0
wrestling,7,0.003343635,0,0
traveling,7,0.003343635,0,0
sit,7,0.003343635,0,0
2123,7,0.003343635,0,0
WOL,7,0.003343635,0,0
North,7,0.003343635,0,0
abandoned,7,0.003343635,0,0
member,7,0.003343635,0,0
Amphetamine,6,0.002865973,0,0
unpaid,6,0.002865973,0.2,0.4
endeavoring,6,0.002865973,0,0
legs,6,0.002865973,0,0
tree,6,0.002865973,0,0
Chicago,6,0.002865973,0,0
tech,6,0.002865973,0,0
saying,6,0.002865973,0,0
cousins,6,0.002865973,0,0
umbilical,6,0.002865973,0,0
debt,6,0.002865973,0,0
desire,6,0.002865973,0,0
role,6,0.002865973,0,0
2729,6,0.002865973,0,0
push,6,0.002865973,0,0
studies,6,0.002865973,0,0
DOB,6,0.002865973,0,0
fake,6,0.002865973,-0.5,1
loving,6,0.002865973,0.6,0.95
2533,6,0.002865973,0,0
Brookhaven,6,0.002865973,0,0
quarter,6,0.002865973,0,0
Michigan,6,0.002865973,0,0
enlisted,6,0.002865973,0,0
former,6,0.002865973,0,0
breakdown,6,0.002865973,0,0
instrument,6,0.002865973,0,0
image,6,0.002865973,0,0
appointment,6,0.002865973,0,0
condition,6,0.002865973,0,0
attendance,6,0.002865973,0,0
status,6,0.002865973,0,0
grandmothers,6,0.002865973,0,0
show,6,0.002865973,0,0
set,6,0.002865973,0,0
led,6,0.002865973,0,0
knowing,6,0.002865973,0,0
firm,6,0.002865973,-0.2,0.4
Church,6,0.002865973,0,0
12pack,6,0.002865973,0,0
OU,6,0.002865973,0,0
stepgrandfather,6,0.002865973,0,0
odd,6,0.002865973,-0.166666667,0.25
leg,6,0.002865973,0,0
punch,6,0.002865973,0,0
engage,6,0.002865973,0,0
confidence,6,0.002865973,0,0
customer,6,0.002865973,0,0
Christmas,6,0.002865973,0,0
tied,6,0.002865973,0,0
Grove,6,0.002865973,0,0
owned,6,0.002865973,0,0
grandpa,6,0.002865973,0,0
distressful,6,0.002865973,0,0
temporarily,6,0.002865973,0,0
drawing,6,0.002865973,0,0
moments,6,0.002865973,0,0
five,6,0.002865973,0,0
count,6,0.002865973,0,0
variety,6,0.002865973,0,0
exposure,6,0.002865973,0,0
Corps,6,0.002865973,0,0
Military,6,0.002865973,-0.1,0.1
tickets,6,0.002865973,0,0
1212s,6,0.002865973,0,0
Home,6,0.002865973,0,0
safe,6,0.002865973,0.5,0.5
admits,6,0.002865973,0,0
reconnected,6,0.002865973,0,0
comments,6,0.002865973,0,0
participants,6,0.002865973,0,0
battle,6,0.002865973,0,0
appear,6,0.002865973,0,0
club,6,0.002865973,0,0
nor,6,0.002865973,0,0
cars,6,0.002865973,0,0
steady,6,0.002865973,0.166666667,0.5
filing,6,0.002865973,0,0
NSU,6,0.002865973,0,0
touch,6,0.002865973,0,0
Moderate,6,0.002865973,0,0.7
strained,6,0.002865973,0,0
credits,6,0.002865973,0,0
greatly,6,0.002865973,0.8,0.75
heavy,6,0.002865973,-0.2,0.5
revoke,6,0.002865973,0,0
religious,6,0.002865973,0,0.25
fines,6,0.002865973,0,0
flashbacks,6,0.002865973,0,0
base,6,0.002865973,-0.8,1
ask,6,0.002865973,0,0
grocery,6,0.002865973,0,0
Sand,6,0.002865973,0,0
liver,6,0.002865973,0,0
questioned,6,0.002865973,0,0
rum,6,0.002865973,0,0
AM,6,0.002865973,0,0
AT,6,0.002865973,0,0
volatile,6,0.002865973,0,0
pulling,6,0.002865973,0,0
rebellious,6,0.002865973,0,0
Psychology,6,0.002865973,0,0
completely,6,0.002865973,0.1,0.4
tabs,6,0.002865973,0,0
parenting,6,0.002865973,0,0
120,6,0.002865973,0,0
Driving,6,0.002865973,0,0
accused,6,0.002865973,0,0
agreed,6,0.002865973,0,0
effect,6,0.002865973,0,0
Counseling,6,0.002865973,0,0
Baseline,6,0.002865973,0,0
Sunday,6,0.002865973,0,0
spells,6,0.002865973,0,0
likely,6,0.002865973,0,1
worthlessness,6,0.002865973,0,0
All,6,0.002865973,0,0
taught,6,0.002865973,0,0
niece,6,0.002865973,0,0
points,6,0.002865973,0,0
attempts,6,0.002865973,0,0
sneaking,6,0.002865973,0,0
Hospital,6,0.002865973,0,0
jealous,6,0.002865973,0,0
human,6,0.002865973,0,0.1
Art,6,0.002865973,0,0
3035,6,0.002865973,0,0
burn,6,0.002865973,0,0
warehouse,6,0.002865973,0,0
babysitting,6,0.002865973,0,0
managed,6,0.002865973,0,0
Head,6,0.002865973,0,0
Bill,6,0.002865973,0,0
sweating,6,0.002865973,0,0
avoiding,6,0.002865973,0,0
1719,6,0.002865973,0,0
isolate,6,0.002865973,0,0
performance,6,0.002865973,0,0
2mg,6,0.002865973,0,0
8mg,6,0.002865973,0,0
considering,6,0.002865973,0,0
arts,6,0.002865973,0,0
heavier,6,0.002865973,0,0
disappointed,6,0.002865973,-0.75,0.75
eye,6,0.002865973,0,0
response,6,0.002865973,0,0
crowded,6,0.002865973,0,0
park,6,0.002865973,0,0
gotten,6,0.002865973,0,0
05oz,6,0.002865973,0,0
Hawaii,6,0.002865973,0,0
services,6,0.002865973,0,0
Bixby,6,0.002865973,0,0
nervous,6,0.002865973,0,0
Rating,6,0.002865973,0,0
theft,6,0.002865973,0,0
letting,6,0.002865973,0,0
marrying,6,0.002865973,0,0
decision,6,0.002865973,0,0
neglectful,6,0.002865973,0,0
putting,6,0.002865973,0,0
FC,6,0.002865973,0,0
responsibilities,6,0.002865973,0,0
lines,6,0.002865973,0,0
despite,6,0.002865973,0,0
labor,6,0.002865973,0,0
math,6,0.002865973,0,0
2830,6,0.002865973,0,0
tense,6,0.002865973,-0.333333333,0.5
weighed,6,0.002865973,0,0
slammed,6,0.002865973,0,0
Grandparents,6,0.002865973,0,0
lake,6,0.002865973,0,0
4x,6,0.002865973,0,0
poorly,6,0.002865973,-0.4,0.6
34x,6,0.002865973,0,0
consistent,6,0.002865973,0.25,0.25
street,6,0.002865973,0,0
shoot,6,0.002865973,0,0
insecure,6,0.002865973,-0.5,0.875
Norco,6,0.002865973,0,0
Continued,6,0.002865973,0,0
hearing,6,0.002865973,0,0
murder,6,0.002865973,0,0
1976,6,0.002865973,0,0
3233,6,0.002865973,0,0
rowing,6,0.002865973,0,0
wear,6,0.002865973,0,0
procedure,6,0.002865973,0,0
cycle,6,0.002865973,0,0
advanced,6,0.002865973,0.4,0.6
apart,6,0.002865973,0,0
specific,6,0.002865973,0,0.125
cord,6,0.002865973,0,0
These,6,0.002865973,0,0
2225,6,0.002865973,0,0
eighth,6,0.002865973,0,0
legally,6,0.002865973,0.2,0.2
considered,6,0.002865973,0,0
cities,6,0.002865973,0,0
reaction,6,0.002865973,0,0
Im,6,0.002865973,0,0
United,6,0.002865973,0,0
furniture,6,0.002865973,0,0
provided,6,0.002865973,0,0
isolating,6,0.002865973,0,0
trash,6,0.002865973,0,0
ticket,6,0.002865973,0,0
rate,6,0.002865973,0,0
functioning,6,0.002865973,0,0
Worked,6,0.002865973,0,0
minor,6,0.002865973,-0.05,0.2
embarrassing,6,0.002865973,0,0
bigger,6,0.002865973,0,0.5
thrown,6,0.002865973,0,0
interact,6,0.002865973,0,0
Germany,6,0.002865973,0,0
Locust,6,0.002865973,0,0
reach,6,0.002865973,0,0
Diagnosis,6,0.002865973,0,0
arrived,6,0.002865973,0,0
meds,6,0.002865973,0,0
raided,6,0.002865973,0,0
intense,6,0.002865973,0.2,1
UAs,6,0.002865973,0,0
pushing,6,0.002865973,0,0
clothing,6,0.002865973,0,0
KS,6,0.002865973,0,0
Science,6,0.002865973,0,0
combat,6,0.002865973,0,0
Roxycodone,6,0.002865973,0,0
closed,6,0.002865973,-0.1,0.1
ability,6,0.002865973,0,0
2325,6,0.002865973,0,0
lead,6,0.002865973,0,0
Bartlesville,6,0.002865973,0,0
uttering,5,0.002388311,0,0
neurologist,5,0.002388311,0,0
90,5,0.002388311,0,0
hole,5,0.002388311,0,0
misdemeanor,5,0.002388311,0,0
bringing,5,0.002388311,0,0
responsible,5,0.002388311,0.2,0.55
contributes,5,0.002388311,0,0
unexpectedly,5,0.002388311,0.1,1
country,5,0.002388311,0,0
planned,5,0.002388311,0,0
lifecharting,5,0.002388311,0,0
3536,5,0.002388311,0,0
810,5,0.002388311,0,0
812,5,0.002388311,0,0
stays,5,0.002388311,0,0
detached,5,0.002388311,0,0
tore,5,0.002388311,0,0
suspension,5,0.002388311,0,0
seventh,5,0.002388311,0,0
training,5,0.002388311,0,0
note,5,0.002388311,0,0
settings,5,0.002388311,0,0
16th,5,0.002388311,0,0
concentrate,5,0.002388311,0,0
caring,5,0.002388311,0,0
vacation,5,0.002388311,0,0
Recurrent,5,0.002388311,0,0
dark,5,0.002388311,-0.15,0.4
cream,5,0.002388311,0,0
mandated,5,0.002388311,0,0
1113,5,0.002388311,0,0
vomiting,5,0.002388311,0,0
keeping,5,0.002388311,0,0
neglected,5,0.002388311,0,0
gallon,5,0.002388311,0,0
Amarillo,5,0.002388311,0,0
If,5,0.002388311,0,0
Wife,5,0.002388311,0,0
Honor,5,0.002388311,0,0
convicted,5,0.002388311,0,0
Coweta,5,0.002388311,0,0
nowhere,5,0.002388311,0,0
35current,5,0.002388311,0,0
considerably,5,0.002388311,0.1,0.45
seemed,5,0.002388311,0,0
casino,5,0.002388311,0,0
illegal,5,0.002388311,-0.5,0.5
carrying,5,0.002388311,0,0
Social,5,0.002388311,0.033333333,0.066666667
San,5,0.002388311,0,0
frequency,5,0.002388311,0,0
scary,5,0.002388311,-0.5,1
Point,5,0.002388311,0,0
classwork,5,0.002388311,0,0
painting,5,0.002388311,0,0
handle,5,0.002388311,0,0
Trazadone,5,0.002388311,0,0
beliefs,5,0.002388311,0,0
residential,5,0.002388311,0,0
pressure,5,0.002388311,0,0
stage,5,0.002388311,0,0
Wagoner,5,0.002388311,0,0
Skiatook,5,0.002388311,0,0
indifferent,5,0.002388311,0,0
provide,5,0.002388311,0,0
assessed,5,0.002388311,0,0
nephew,5,0.002388311,0,0
miserable,5,0.002388311,-1,1
families,5,0.002388311,0,0
board,5,0.002388311,0,0
beating,5,0.002388311,0,0
lowest,5,0.002388311,0,0
falsely,5,0.002388311,-0.4,0.6
Wichita,5,0.002388311,0,0
classmate,5,0.002388311,0,0
rapist,5,0.002388311,0,0
OKC,5,0.002388311,0,0
Rogers,5,0.002388311,0,0
Calm,5,0.002388311,0.3,0.75
Roll,5,0.002388311,0,0
Worst,5,0.002388311,-1,1
medicated,5,0.002388311,0,0
actively,5,0.002388311,-0.133333333,0.6
listening,5,0.002388311,0,0
endorses,5,0.002388311,0,0
Ds,5,0.002388311,0,0
babysitter,5,0.002388311,0,0
streets,5,0.002388311,0,0
4555,5,0.002388311,0,0
morphine,5,0.002388311,0,0
evening,5,0.002388311,0,0
yo,5,0.002388311,0,0
grandfathers,5,0.002388311,0,0
foot,5,0.002388311,0,0
terrible,5,0.002388311,-1,1
Felony,5,0.002388311,0,0
paranoid,5,0.002388311,0,0
basement,5,0.002388311,0,0
sensitive,5,0.002388311,0.1,0.9
Friday,5,0.002388311,0,0
packs,5,0.002388311,0,0
grand,5,0.002388311,0.5,1
schoolwork,5,0.002388311,0,0
popular,5,0.002388311,0.6,0.9
faith,5,0.002388311,0,0
brokeup,5,0.002388311,0,0
manufacture,5,0.002388311,0,0
dealers,5,0.002388311,0,0
To,5,0.002388311,0,0
kidney,5,0.002388311,0,0
electrical,5,0.002388311,0,0
temporary,5,0.002388311,0,0
waking,5,0.002388311,0,0
upsetting,5,0.002388311,0,0
singing,5,0.002388311,0,0
crosses,5,0.002388311,0,0
unlawful,5,0.002388311,0,0
strokes,5,0.002388311,0,0
ankle,5,0.002388311,0,0
12g,5,0.002388311,0,0
Oregon,5,0.002388311,0,0
partners,5,0.002388311,0,0
12X,5,0.002388311,0,0
unmedicated,5,0.002388311,0,0
kick,5,0.002388311,0,0
England,5,0.002388311,0,0
belonged,5,0.002388311,0,0
Up,5,0.002388311,0,0
neutral,5,0.002388311,0,0
signed,5,0.002388311,0,0
limit,5,0.002388311,0,0
4XWeek,5,0.002388311,0,0
resented,5,0.002388311,0,0
functions,5,0.002388311,0,0
yell,5,0.002388311,0,0
counts,5,0.002388311,0,0
type,5,0.002388311,0,0
movies,5,0.002388311,0,0
reconciled,5,0.002388311,0,0
bone,5,0.002388311,0,0
content,5,0.002388311,0,0
Okemah,5,0.002388311,0,0
Over,5,0.002388311,0,0
tolerance,5,0.002388311,0,0
puts,5,0.002388311,0,0
Georgia,5,0.002388311,0,0
ugly,5,0.002388311,-0.7,1
consciousness,5,0.002388311,0,0
McDonalds,5,0.002388311,0,0
skin,5,0.002388311,0,0
laxatives,5,0.002388311,0,0
2526,5,0.002388311,0,0
Technology,5,0.002388311,0,0
Children,5,0.002388311,0,0
World,5,0.002388311,0,0
earlier,5,0.002388311,0,0.5
goto,5,0.002388311,0,0
slept,5,0.002388311,0,0
2529,5,0.002388311,0,0
Right,5,0.002388311,0.285714286,0.535714286
morning,5,0.002388311,0,0
parent,5,0.002388311,0,0
killing,5,0.002388311,0,0
TV,5,0.002388311,0,0
asthma,5,0.002388311,0,0
server,5,0.002388311,0,0
Stopped,5,0.002388311,0,0
Cushing,5,0.002388311,0,0
deep,5,0.002388311,0,0.4
file,5,0.002388311,0,0
field,5,0.002388311,0,0
forged,5,0.002388311,0,0
wrecked,5,0.002388311,0,0
Methadone,5,0.002388311,0,0
purse,5,0.002388311,0,0
American,5,0.002388311,0,0
varying,5,0.002388311,0,0
awkward,5,0.002388311,-0.6,1
disrespectful,5,0.002388311,0,0
Uncle,5,0.002388311,0,0
2025,5,0.002388311,0,0
Ativan,5,0.002388311,0,0
1315,5,0.002388311,0,0
Dana,5,0.002388311,0,0
excited,5,0.002388311,0.375,0.75
hallucinations,5,0.002388311,0,0
1416,5,0.002388311,0,0
hopes,5,0.002388311,0,0
accidental,5,0.002388311,0,0
prepared,5,0.002388311,0,0
Beginning,5,0.002388311,0,0
Airco,5,0.002388311,0,0
Tramadol,5,0.002388311,0,0
Intoxication,5,0.002388311,0,0
exercise,5,0.002388311,0,0
extreme,5,0.002388311,-0.125,1
bones,5,0.002388311,0,0
Minnesota,5,0.002388311,0,0
identified,5,0.002388311,0,0
visited,5,0.002388311,0,0
comfortable,5,0.002388311,0.4,0.8
throat,5,0.002388311,0,0
Saturday,5,0.002388311,0,0
grabbed,5,0.002388311,0,0
knowledge,5,0.002388311,0,0
Recently,5,0.002388311,0,0.25
revoked,5,0.002388311,0,0
otherwise,5,0.002388311,0,0
appearance,5,0.002388311,0,0
productivity,5,0.002388311,0,0
reporting,5,0.002388311,0,0
position,5,0.002388311,0,0
Fentanyl,5,0.002388311,0,0
trust,5,0.002388311,0,0
actual,5,0.002388311,0,0.1
doesnt,5,0.002388311,0,0
dangerous,5,0.002388311,-0.6,0.9
Describes,5,0.002388311,0,0
Became,5,0.002388311,0,0
hide,5,0.002388311,0,0
rental,5,0.002388311,0,0
lbs,5,0.002388311,0,0
1967,5,0.002388311,0,0
radio,5,0.002388311,0,0
habit,5,0.002388311,0,0
finger,5,0.002388311,0,0
improve,5,0.002388311,0,0
protect,5,0.002388311,0,0
pharmacy,5,0.002388311,0,0
IOP,5,0.002388311,0,0
teenager,5,0.002388311,0,0
Benzos,5,0.002388311,0,0
burns,5,0.002388311,0,0
54,5,0.002388311,0,0
57,5,0.002388311,0,0
Hx,5,0.002388311,0,0
ice,5,0.002388311,0,0
seeked,5,0.002388311,0,0
stuck,5,0.002388311,0,0
til,5,0.002388311,0,0
setting,5,0.002388311,0,0
Life,5,0.002388311,0,0
goes,5,0.002388311,0,0
employee,5,0.002388311,0,0
figure,5,0.002388311,0,0
huge,5,0.002388311,0.4,0.9
term,5,0.002388311,0,0
intercourse,5,0.002388311,0,0
coolers,5,0.002388311,0,0
Cymbalta,5,0.002388311,0,0
rent,5,0.002388311,0,0
tornado,5,0.002388311,0,0
hear,5,0.002388311,0,0
discussing,5,0.002388311,0,0
1925,5,0.002388311,0,0
duty,5,0.002388311,0,0
runaway,5,0.002388311,0,0
boyfriendchildrens,5,0.002388311,0,0
Physical,5,0.002388311,0,0.142857143
miscarriages,5,0.002388311,0,0
requested,5,0.002388311,0,0
ICU,5,0.002388311,0,0
calls,5,0.002388311,0,0
subsided,5,0.002388311,0,0
fat,5,0.002388311,0,0
suddenly,5,0.002388311,0,0.5
Caucasian,5,0.002388311,0,0
supervision,5,0.002388311,0,0
Loratab,5,0.002388311,0,0
Tahlequah,5,0.002388311,0,0
lying,5,0.002388311,0,0
activity,5,0.002388311,0,0
transferring,5,0.002388311,0,0
About,5,0.002388311,0,0
holidays,5,0.002388311,0,0
depending,5,0.002388311,0,0
cheer,5,0.002388311,0,0
Air,5,0.002388311,0,0
unstable,5,0.002388311,0,0
Morphine,5,0.002388311,0,0
joining,5,0.002388311,0,0
gang,5,0.002388311,0,0
stable,5,0.002388311,0,0
breathing,5,0.002388311,0,0
Dilaudid,5,0.002388311,0,0
710,5,0.002388311,0,0
smaller,5,0.002388311,0,0.5
waiting,5,0.002388311,0,0
opiate,5,0.002388311,0,0
Career,5,0.002388311,0,0
infection,5,0.002388311,0,0
Scouts,5,0.002388311,0,0
women,5,0.002388311,0,0
Molly,5,0.002388311,0,0
impulsive,5,0.002388311,0,0
Buspar,5,0.002388311,0,0
2125,5,0.002388311,0,0
crowds,5,0.002388311,0,0
practice,5,0.002388311,0,0
89,5,0.002388311,0,0
vacations,5,0.002388311,0,0
courts,5,0.002388311,0,0
frustrated,5,0.002388311,-0.7,0.2
choices,5,0.002388311,0,0
thus,5,0.002388311,0,0
avg,5,0.002388311,0,0
Cannabis,5,0.002388311,0,0
recollection,5,0.002388311,0,0
happiness,5,0.002388311,0.7,0.2
Within,5,0.002388311,0,0
Disney,5,0.002388311,0,0
dependence,5,0.002388311,0,0
hitting,5,0.002388311,0,0
avoided,5,0.002388311,0,0
alienated,5,0.002388311,0,0
Alternative,4,0.001910649,0,0
example,4,0.001910649,0,0
pints,4,0.001910649,0,0
Positive,4,0.001910649,0.227272727,0.545454545
18th,4,0.001910649,0,0
easier,4,0.001910649,0,0
interfering,4,0.001910649,0,0
6pack,4,0.001910649,0,0
ate,4,0.001910649,0,0
moment,4,0.001910649,0,0
Mushrooms,4,0.001910649,0,0
Xannax,4,0.001910649,0,0
mouth,4,0.001910649,0,0
addict,4,0.001910649,0,0
touched,4,0.001910649,0,0
30th,4,0.001910649,0,0
3539,4,0.001910649,0,0
possibly,4,0.001910649,0,1
valium,4,0.001910649,0,0
offer,4,0.001910649,0,0
acquaintance,4,0.001910649,0,0
glass,4,0.001910649,0,0
childs,4,0.001910649,0,0
ballet,4,0.001910649,0,0
occurrence,4,0.001910649,0,0
sign,4,0.001910649,0,0
Francis,4,0.001910649,0,0
MI,4,0.001910649,0,0
pretend,4,0.001910649,0,0
remitted,4,0.001910649,0,0
Significant,4,0.001910649,0.375,0.875
2532,4,0.001910649,0,0
epilepsy,4,0.001910649,0,0
Sister,4,0.001910649,0,0
retrieve,4,0.001910649,0,0
remainder,4,0.001910649,0,0
gunshot,4,0.001910649,0,0
saving,4,0.001910649,0,0
Myrna,4,0.001910649,0,0
slow,4,0.001910649,-0.3,0.4
outlet,4,0.001910649,0,0
mans,4,0.001910649,0,0
locally,4,0.001910649,0,0
15mg,4,0.001910649,0,0
wants,4,0.001910649,0.2,0.1
Says,4,0.001910649,0,0
world,4,0.001910649,0,0
stranger,4,0.001910649,0,0
Monarch,4,0.001910649,0,0
industry,4,0.001910649,0,0
favorite,4,0.001910649,0.5,1
partied,4,0.001910649,0,0
dirty,4,0.001910649,-0.6,0.8
forgot,4,0.001910649,0,0
watched,4,0.001910649,0,0
1112,4,0.001910649,0,0
1114,4,0.001910649,0,0
consider,4,0.001910649,0,0
detention,4,0.001910649,0,0
laying,4,0.001910649,0,0
adjust,4,0.001910649,0,0
section,4,0.001910649,0,0
science,4,0.001910649,0,0
Fathers,4,0.001910649,0,0
learn,4,0.001910649,0,0
knocked,4,0.001910649,0,0
disliked,4,0.001910649,-0.2,0.6
dismissed,4,0.001910649,0,0
attitude,4,0.001910649,0,0
highway,4,0.001910649,0,0
number,4,0.001910649,0,0
cover,4,0.001910649,0,0
golf,4,0.001910649,0,0
Muslim,4,0.001910649,0,0
ninth,4,0.001910649,0,0
shower,4,0.001910649,0,0
6yo,4,0.001910649,0,0
waitressing,4,0.001910649,0,0
belt,4,0.001910649,0,0
uncertain,4,0.001910649,0,0
pressed,4,0.001910649,0,0
rules,4,0.001910649,0,0
levels,4,0.001910649,0,0
Project,4,0.001910649,0,0
location,4,0.001910649,0,0
Marine,4,0.001910649,0,0
Dakota,4,0.001910649,0,0
binged,4,0.001910649,0,0
pastor,4,0.001910649,0,0
unsafe,4,0.001910649,0,0
results,4,0.001910649,0,0
CPR,4,0.001910649,0,0
centers,4,0.001910649,0,0
practicing,4,0.001910649,0,0
Bronxville,4,0.001910649,0,0
